Order,Symbol,dynamicColors_GRS3_prot,mergedColors_prot,mergedColors_rm,Consensus_GRS3
10253,ST13P5,grey,grey,darkturquoise,grey
10254,HPS5,darkgrey,darkgrey,plum2,turquoise
10255,GTF2H1,yellow,plum2,thistle1,turquoise
10256,LDHA,green,green,darkslateblue,purple
10257,LDHAL6A,grey,grey,grey,grey
10258,TSG101,magenta,darkred,grey60,pink
10259,YWHABP2,grey,grey,thistle1,turquoise
10260,UEVLD,turquoise,turquoise,thistle1,turquoise
10261,SPTY2D1-AS1,grey,grey,darkred,salmon
10262,SPTY2D1,darkgrey,darkgrey,lightcyan1,magenta
10263,TMEM86A,blue,blue,blue,blue
10264,IGSF22,red,red,brown,brown
10265,PTPN5,blue,blue,blue,blue
10266,ZDHHC13,turquoise,turquoise,thistle1,turquoise
10267,NAV2,red,red,brown,brown
10268,NAV2-IT1,grey,grey,grey,grey
10269,MIR4486,paleturquoise,cyan,grey,grey
10270,HTATIP2,lightcyan1,lightcyan1,darkmagenta,grey
10271,PRMT3,turquoise,turquoise,lightcyan1,turquoise
10272,NELL1,turquoise,turquoise,brown4,grey
10273,ANO5,turquoise,turquoise,thistle1,turquoise
10274,SLC17A6,grey,grey,grey,grey
10275,FANCF,darkred,darkred,grey60,pink
10276,GAS2,grey,grey,grey,grey
10277,SVIP,turquoise,turquoise,thistle1,turquoise
10278,LUZP2,yellow,plum2,lightcyan1,turquoise
10279,ANO3,grey,grey,grey,lightyellow
10280,FIBIN,turquoise,turquoise,thistle1,turquoise
10281,BBOX1,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
10282,BBOX1-AS1,red,red,brown,brown
10283,CCDC34,skyblue3,skyblue3,salmon4,brown4
10284,LGR4,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
10285,LIN7C,darkgrey,darkgrey,mediumpurple3,magenta
10286,BDNF-AS,turquoise,turquoise,thistle1,turquoise
10287,BDNF,midnightblue,darkturquoise,darkslateblue,grey
10288,HSP90AA2P,violet,darkorange2,darkgreen,lightyellow
10289,METTL15,turquoise,turquoise,thistle1,turquoise
10290,LINC01616,turquoise,turquoise,lightcyan1,turquoise
10291,KCNA4,green,green,brown,brown
10292,ARL14EP,saddlebrown,navajowhite2,lavenderblush3,darkorange
10293,MPPED2,plum1,darkslateblue,grey,grey
10294,DCDC1,grey,grey,grey,grey
10295,DNAJC24,turquoise,turquoise,thistle1,turquoise
10296,IMMP1L,magenta,darkred,grey60,pink
10297,ELP4,darkgreen,darkgreen,mediumpurple3,darkgreen
10298,PAX6,lightcyan,darkgrey,darkmagenta,grey
10299,RCN1,grey,grey,grey,grey
10300,EIF3M,turquoise,turquoise,thistle1,turquoise
10301,PRRG4,pink,pink,lightcyan1,darkgreen
10302,QSER1,yellow,plum2,grey,turquoise
10303,DEPDC7,turquoise,turquoise,thistle1,turquoise
10304,TCP11L1,plum1,darkslateblue,brown,purple
10305,LINC00294,thistle1,thistle1,brown,lightcyan1
10306,CSTF3,saddlebrown,navajowhite2,lavenderblush3,darkorange
10307,HIPK3,yellow,plum2,lightcyan1,turquoise
10308,KIAA1549L,cyan,cyan,cyan,lightyellow
10309,CD59,lightcyan1,lightcyan1,lavenderblush3,pink
10310,FBXO3,turquoise,turquoise,thistle1,pink
10311,LMO2,pink,pink,tan,midnightblue
10312,CAPRIN1,darkgrey,darkgrey,darkmagenta,grey
10313,NAT10,green,green,brown,brown
10314,ABTB2,brown,brown,coral2,brown
10315,CAT,brown,brown,black,green
10316,EHF,grey,grey,grey,grey
10317,APIP,yellow,plum2,thistle1,turquoise
10318,PDHX,lightcyan,darkgrey,mediumpurple3,magenta
10319,MIR1343,grey,grey,grey,grey
10320,CD44,grey,grey,grey,grey
10321,SLC1A2,lightsteelblue1,lightsteelblue1,ivory,paleturquoise
10322,PAMR1,turquoise,turquoise,thistle1,turquoise
10323,FJX1,tan,tan,blue,blue
10324,TRIM44,paleturquoise,cyan,cyan,brown
10325,LDLRAD3,purple,purple,black,purple
10326,COMMD9,blue,blue,blue,blue
10327,PRR5L,steelblue,steelblue,violet,yellowgreen
10328,TRAF6,grey,grey,darkgreen,grey
10329,RAG1,grey,grey,maroon,grey
10330,C11orf74,skyblue3,skyblue3,grey60,pink
10331,LRRC4C,purple,purple,black,purple
10332,RNU6-365P,grey,grey,grey,grey
10333,API5,turquoise,turquoise,lightcyan1,turquoise
10334,TTC17,grey,grey,midnightblue,turquoise
10335,HSD17B12,turquoise,turquoise,ivory,turquoise
10336,ALKBH3,turquoise,turquoise,thistle1,turquoise
10337,SEC14L1P1,green,green,grey,purple
10338,C11orf96,white,white,darkorange,orange
10339,ACCS,darkturquoise,darkturquoise,brown4,blue
10340,EXT2,blue,blue,black,purple
10341,CD82,blue,blue,blue,blue
10342,TSPAN18,green,green,brown,brown
10343,TP53I11,lightyellow,lightyellow,midnightblue,grey60
10344,PRDM11,brown,brown,brown,green
10345,SYT13,blue,blue,brown4,blue
10346,CHST1,greenyellow,greenyellow,coral2,brown
10347,SLC35C1,brown,brown,brown,green
10348,CRY2,purple,purple,black,purple
10349,MAPK8IP1,tan,tan,coral2,red
10350,PEX16,blue,blue,brown4,blue
10351,PHF21A,darkgreen,darkgreen,lightcyan,darkgreen
10352,CREB3L1,green,green,brown,brown
10353,DGKZ,greenyellow,greenyellow,coral2,green
10354,MDK,blue,blue,blue,green
10355,CHRM4,brown,brown,black,green
10356,AMBRA1,green,green,brown,brown
10357,HARBI1,blue,blue,blue,blue
10358,ATG13,purple,purple,black,green
10359,ARHGAP1,purple,purple,black,green
10360,ZNF408,royalblue,royalblue,coral2,salmon
10361,CKAP5,grey,grey,greenyellow,grey
10362,SNORD67,greenyellow,greenyellow,brown,brown
10363,LRP4,brown,brown,coral2,salmon
10364,C11orf49,salmon,honeydew1,orangered4,red
10365,ARFGAP2,darkturquoise,darkturquoise,brown4,blue
10366,PACSIN3,blue,blue,blue,blue
10367,DDB2,blue,blue,blue,blue
10368,ACP2,blue,blue,black,blue
10369,NR1H3,darkorange2,darkorange2,coral2,skyblue
10370,MADD,paleturquoise,cyan,brown,purple
10371,SPI1,pink,pink,tan,brown
10372,SLC39A13,blue,blue,blue,blue
10373,PSMC3,blue,blue,brown4,blue
10374,CELF1,plum1,darkslateblue,bisque4,purple
10375,RN7SL652P,turquoise,turquoise,grey,grey
10376,NDUFS3,darkred,darkred,brown4,pink
10377,PTPMT1,turquoise,turquoise,grey,turquoise
10378,KBTBD4,darkred,darkred,brown4,pink
10379,C1QTNF4,salmon,honeydew1,skyblue3,red
10380,MTCH2,orangered4,orangered4,skyblue,sienna3
10381,FNBP4,lightgreen,lightgreen,thistle1,turquoise
10382,NUP160,grey60,grey60,lightcyan,darkgreen
10383,PTPRJ,brown,brown,black,purple
10384,MIR3161,grey,grey,grey,grey
10385,FOLH1,darkolivegreen,darkolivegreen,steelblue,skyblue3
10386,TRIM51DP,green,green,brown,brown
10387,LRRC55,green,green,brown,brown
10388,APLNR,lightgreen,lightgreen,grey,grey
10389,TNKS1BP1,greenyellow,greenyellow,coral2,brown
10390,SSRP1,salmon,honeydew1,coral2,red
10391,SLC43A3,pink,pink,tan,midnightblue
10392,RTN4RL2,green,green,brown,brown
10393,SLC43A1,brown,brown,coral2,brown
10394,RN7SL605P,grey,grey,coral2,grey
10395,TIMM10,blue,blue,brown4,blue
10396,UBE2L6,blue,blue,blue,blue
10397,SERPING1,green,green,black,purple
10398,YPEL4,blue,blue,blue,blue
10399,CLP1,grey,grey,darkmagenta,grey
10400,ZDHHC5,brown,brown,black,brown
10401,MED19,blue,blue,blue,blue
10402,TMX2,darkred,darkred,grey60,pink
10403,C11orf31,ivory,ivory,skyblue3,red
10404,CTNND1,plum1,darkslateblue,bisque4,purple
10405,LPXN,blue,blue,blue,blue
10406,ZFP91,yellow,plum2,lightcyan1,magenta
10407,CNTF,lightcyan,darkgrey,lightcyan1,magenta
10408,GLYATL2,yellow,plum2,thistle1,grey
10409,FAM111A,turquoise,turquoise,floralwhite,grey
10410,DTX4,brown,brown,coral2,green
10411,MPEG1,pink,pink,tan,midnightblue
10412,OSBP,plum1,darkslateblue,bisque4,purple
10413,MIR3162,grey,grey,grey,grey
10414,PATL1,cyan,cyan,cyan,lightyellow
10415,STX3,lightgreen,lightgreen,thistle1,turquoise
10416,FABP5P7,turquoise,turquoise,lightcyan1,turquoise
10417,MRPL16,darkred,darkred,grey60,pink
10418,OOSP1,brown,brown,coral2,grey
10419,MS4A6A,pink,pink,grey,midnightblue
10420,MS4A4A,lightyellow,lightyellow,midnightblue,grey60
10421,MS4A7,pink,pink,tan,midnightblue
10422,CCDC86,green,green,brown,brown
10423,PTGDR2,lightyellow,lightyellow,floralwhite,grey
10424,PRPF19,green,green,brown,brown
10425,TMEM109,brown,brown,blue,green
10426,TMEM132A,greenyellow,greenyellow,coral2,brown
10427,SLC15A3,pink,pink,tan,midnightblue
10428,CD6,grey,grey,grey,grey
10429,VPS37C,brown,brown,coral2,green
10430,VWCE,brown,brown,black,green
10431,DDB1,darkturquoise,darkturquoise,brown4,blue
10432,TKFC,blue,blue,blue,blue
10433,CYB561A3,blue,blue,blue,blue
10434,TMEM138,brown,brown,coral2,brown
10435,TMEM216,brown,brown,coral2,brown
10436,CPSF7,red,red,maroon,green
10437,SDHAF2,green,green,brown,brown
10438,RN7SL23P,magenta,darkred,grey60,grey
10439,PPP1R32,brown,brown,coral2,green
10440,LRRC10B,brown,brown,coral2,green
10441,SYT7,green,green,brown,brown
10442,RPLP0P2,blue,blue,blue,blue
10443,DAGLA,green,green,brown,brown
10444,MYRF,steelblue,steelblue,violet,yellowgreen
10445,TMEM258,darkturquoise,darkturquoise,brown4,blue
10446,FEN1,midnightblue,darkturquoise,brown4,blue
10447,FADS2,midnightblue,darkturquoise,brown4,blue
10448,FADS1,turquoise,turquoise,thistle1,turquoise
10449,FADS3,brown,brown,coral2,green
10450,MIR6746,grey,grey,grey,grey
10451,RAB3IL1,greenyellow,greenyellow,coral2,brown
10452,BEST1,grey,grey,grey,grey
10453,FTH1,greenyellow,greenyellow,brown,brown
10454,INCENP,green,green,brown,purple
10455,ASRGL1,darkolivegreen,darkolivegreen,skyblue,grey
10456,RCC2P6,grey,grey,brown,brown
10457,AHNAK,lightyellow,lightyellow,midnightblue,grey60
10458,TUT1,salmon,honeydew1,coral2,red
10459,MTA2,brown,brown,coral2,salmon
10460,EML3,brown,brown,blue,red
10461,ROM1,lightpink4,lightpink4,skyblue3,red
10462,B3GAT3,royalblue,royalblue,coral2,salmon
10463,GANAB,blue,blue,black,green
10464,INTS5,purple,purple,black,green
10465,C11orf98,blue,blue,blue,salmon
10466,LBHD1,royalblue,royalblue,coral2,salmon
10467,METTL12,blue,blue,blue,blue
10468,UQCC3,ivory,ivory,skyblue3,red
10469,UBXN1,lightpink4,lightpink4,salmon4,brown4
10470,LRRN4CL,lightyellow,lightyellow,midnightblue,grey60
10471,BSCL2,royalblue,royalblue,blue,salmon
10472,GNG3,blue,blue,brown4,blue
10473,HNRNPUL2,turquoise,turquoise,lightcyan1,magenta
10474,TTC9C,midnightblue,darkturquoise,grey60,pink
10475,ZBTB3,darkturquoise,darkturquoise,brown4,blue
10476,POLR2G,midnightblue,darkturquoise,brown4,pink
10477,TAF6L,blue,blue,blue,green
10478,TMEM223,tan,tan,blue,red
10479,TMEM179B,blue,blue,blue,blue
10480,NXF1,darkorange2,darkorange2,darkred,skyblue
10481,STX5,salmon4,brown,maroon,salmon
10482,RNU6-118P,grey,grey,grey,grey
10483,WDR74,royalblue,royalblue,blue,salmon
10484,SNHG1,grey,grey,grey,darkorange
10485,SLC3A2,royalblue,royalblue,blue,salmon
10486,CHRM1,purple,purple,black,green
10487,SLC22A6,lightyellow,lightyellow,midnightblue,grey60
10488,SLC22A10,yellow,plum2,greenyellow,turquoise
10489,CCND2P1,grey,grey,grey,grey
10490,SLC22A9,yellow,plum2,greenyellow,turquoise
10491,HRASLS5,grey,grey,grey,grey
10492,RARRES3,red,red,grey,grey
10493,PLA2G16,salmon,honeydew1,coral2,red
10494,ATL3,saddlebrown,navajowhite2,mediumpurple3,darkorange
10495,RTN3,paleturquoise,cyan,brown,purple
10496,C11orf95,salmon,honeydew1,coral2,red
10497,C11orf84,brown,brown,darkred,skyblue
10498,MARK2,green,green,brown,brown
10499,RCOR2,greenyellow,greenyellow,coral2,brown
10500,NAA40,blue,blue,black,green
10501,RNU6-45P,paleturquoise,cyan,grey,grey
10502,COX8A,darkturquoise,darkturquoise,brown4,blue
10503,OTUB1,blue,blue,blue,blue
10504,MACROD1,salmon,honeydew1,coral2,red
10505,FLRT1,purple,purple,brown,green
10506,STIP1,violet,darkorange2,darkred,skyblue
10507,FERMT3,white,white,darkorange,brown
10508,TRPT1,blue,blue,brown4,blue
10509,NUDT22,blue,blue,brown4,blue
10510,DNAJC4,tan,tan,coral2,blue
10511,VEGFB,ivory,ivory,skyblue3,red
10512,FKBP2,lightpink4,lightpink4,salmon4,red
10513,PPP1R14B,royalblue,royalblue,blue,red
10514,PLCB3,salmon,honeydew1,coral2,red
10515,BAD,ivory,ivory,skyblue3,red
10516,GPR137,brown,brown,coral2,red
10517,KCNK4,grey,grey,grey,red
10518,ESRRA,ivory,ivory,skyblue3,red
10519,TRMT112,midnightblue,darkturquoise,brown4,pink
10520,PRDX5,darkturquoise,darkturquoise,brown4,blue
10521,CCDC88B,salmon,honeydew1,coral2,brown
10522,RPS6KA4,ivory,ivory,skyblue3,red
10523,NRXN2,green,green,brown,brown
10524,RASGRP2,blue,blue,blue,blue
10525,PYGM,midnightblue,darkturquoise,steelblue,blue
10526,SF1,green,green,brown,brown
10527,MAP4K2,blue,blue,blue,green
10528,MEN1,green,green,brown,brown
10529,EHD1,greenyellow,greenyellow,coral2,brown
10530,ATG2A,purple,purple,black,green
10531,PPP2R5B,blue,blue,black,green
10532,BATF2,blue,blue,grey60,grey
10533,ARL2,blue,blue,blue,blue
10534,SNX15,blue,blue,blue,blue
10535,SAC3D1,salmon,honeydew1,skyblue3,red
10536,CDCA5,blue,blue,blue,green
10537,ZFPL1,blue,blue,blue,blue
10538,VPS51,blue,blue,blue,blue
10539,TM7SF2,blue,blue,blue,blue
10540,ZNHIT2,royalblue,royalblue,blue,red
10541,FAU,darkturquoise,darkturquoise,brown4,blue
10542,SYVN1,green,green,brown,brown
10543,MRPL49,blue,blue,blue,blue
10544,CAPN1,purple,purple,coral2,green
10545,POLA2,brown,brown,black,green
10546,CDC42EP2,brown,brown,blue,green
10547,DPF2,salmon4,brown,maroon,brown
10548,TIGD3,salmon,honeydew1,coral2,red
10549,SLC25A45,blue,blue,blue,blue
10550,FRMD8,brown,brown,coral2,brown
10551,NEAT1,white,white,darkgreen,darkolivegreen
10552,MALAT1,orange,orange,darkgreen,darkolivegreen
10553,SCYL1,purple,purple,coral2,green
10554,LTBP3,greenyellow,greenyellow,coral2,brown
10555,SSSCA1-AS1,brown,brown,brown,brown
10556,SSSCA1,blue,blue,brown4,blue
10557,FAM89B,blue,blue,blue,blue
10558,EHBP1L1,salmon,honeydew1,coral2,brown
10559,KCNK7,greenyellow,greenyellow,coral2,brown
10560,MAP3K11,brown,brown,coral2,brown
10561,PCNX3,green,green,brown,brown
10562,SIPA1,brown,brown,coral2,red
10563,RELA,violet,darkorange2,darkred,skyblue
10564,KAT5,blue,blue,blue,blue
10565,RNASEH2C,brown,brown,coral2,red
10566,AP5B1,tan,tan,coral2,green
10567,CFL1,blue,blue,blue,blue
10568,SNX32,red,red,brown,brown
10569,MUS81,salmon4,brown,coral2,salmon
10570,EFEMP2,blue,blue,blue,blue
10571,FIBP,blue,blue,brown4,blue
10572,CCDC85B,ivory,ivory,skyblue3,red
10573,C11orf68,blue,blue,blue,blue
10574,DRAP1,blue,blue,brown4,blue
10575,SART1,greenyellow,greenyellow,coral2,brown
10576,EIF1AD,brown,brown,coral2,brown
10577,BANF1,brown,brown,darkred,skyblue
10578,GAL3ST3,tan,tan,coral2,red
10579,SF3B2,green,green,brown,brown
10580,PACS1,green,green,brown,brown
10581,KLC2,green,green,brown,brown
10582,RAB1B,blue,blue,blue,blue
10583,CNIH2,brown,brown,coral2,red
10584,YIF1A,darkturquoise,darkturquoise,brown4,blue
10585,TMEM151A,blue,blue,blue,green
10586,CD248,lightyellow,lightyellow,midnightblue,grey60
10587,RIN1,brown,brown,coral2,green
10588,BRMS1,royalblue,royalblue,blue,red
10589,B4GAT1,darkturquoise,darkturquoise,brown4,blue
10590,SLC29A2,salmon4,brown,coral2,salmon
10591,NPAS4,white,white,darkslateblue,brown
10592,MRPL11,blue,blue,brown4,blue
10593,PELI3,blue,blue,blue,blue
10594,DPP3,royalblue,royalblue,coral2,salmon
10595,BBS1,grey,grey,grey,brown
10596,ZDHHC24,blue,blue,black,green
10597,CTSF,blue,blue,blue,blue
10598,CCDC87,blue,blue,black,green
10599,CCS,royalblue,royalblue,blue,red
10600,RNU4-39P,grey,grey,grey,grey
10601,RBM14,violet,darkorange2,darkred,skyblue
10602,RBM14-RBM4,grey,grey,grey,grey
10603,RBM4,grey,grey,grey,grey
10604,RBM4B,violet,darkorange2,darkred,skyblue
10605,SPTBN2,greenyellow,greenyellow,coral2,green
10606,RN7SL12P,grey,grey,grey,grey
10607,C11orf80,red,red,brown,brown
10608,RCE1,brown,brown,coral2,green
10609,PC,brown,brown,coral2,salmon
10610,LRFN4,tan,tan,coral2,red
10611,SYT12,blue,blue,blue,green
10612,KDM2A,darkorange2,darkorange2,darkred,skyblue
10613,GRK2,brown,brown,coral2,red
10614,ANKRD13D,royalblue,royalblue,coral2,salmon
10615,SSH3,brown,brown,coral2,red
10616,RAD9A,tan,tan,blue,green
10617,POLD4,midnightblue,darkturquoise,brown4,pink
10618,RN7SKP239,grey,grey,grey,lightyellow
10619,PPP1CA,darkturquoise,darkturquoise,brown4,blue
10620,CARNS1,steelblue,steelblue,violet,yellowgreen
10621,RPS6KB2,tan,tan,blue,green
10622,CORO1B,blue,blue,blue,blue
10623,TMEM134,blue,blue,blue,blue
10624,AIP,royalblue,royalblue,coral2,red
10625,PITPNM1,salmon,honeydew1,coral2,red
10626,CDK2AP2,brown,brown,darkred,skyblue
10627,GSTP1,blue,blue,brown4,blue
10628,NDUFV1,darkturquoise,darkturquoise,brown4,blue
10629,NUDT8,blue,blue,blue,blue
10630,ACY3,midnightblue,darkturquoise,tan,blue
10631,RPL37P2,sienna3,sienna3,thistle1,mediumpurple3
10632,FAM86C2P,blue,blue,coral1,green
10633,ENPP7P7,grey,grey,grey,grey
10634,RPS3AP40,grey,grey,grey,grey
10635,UNC93B1,blue,blue,blue,blue
10636,ALDH3B1,blue,blue,blue,blue
10637,NDUFS8,darkturquoise,darkturquoise,brown4,blue
10638,TCIRG1,brown,brown,coral2,brown
10639,CHKA,yellow,plum2,lightcyan1,turquoise
10640,KMT5B,darkgrey,darkgrey,darkturquoise,turquoise
10641,C11orf24,brown,brown,black,green
10642,LRP5,brown,brown,brown,brown
10643,PPP6R3,yellow,plum2,greenyellow,turquoise
10644,GAL,grey,grey,grey,grey
10645,CPT1A,lightcyan,darkgrey,black,grey
10646,MRPL21,magenta,darkred,grey60,pink
10647,IGHMBP2,green,green,brown,brown
10648,MRGPRF,lightyellow,lightyellow,midnightblue,grey60
10649,TPCN2,greenyellow,greenyellow,brown,brown
10650,MIR3164,green,green,brown,brown
10651,CCND1,lightyellow,lightyellow,midnightblue,grey60
10652,ORAOV1,red,red,brown,brown
10653,ANO1,lightyellow,lightyellow,midnightblue,grey
10654,FADD,midnightblue,darkturquoise,brown4,blue
10655,PPFIA1,black,black,grey,grey
10656,MIR548K,darkgreen,darkgreen,plum2,grey
10657,CTTN,bisque4,bisque4,coral2,brown
10658,SHANK2,paleturquoise,cyan,brown,brown
10659,SHANK2-AS1,violet,darkorange2,grey,brown
10660,DHCR7,blue,blue,blue,blue
10661,NADSYN1,bisque4,bisque4,black,ivory
10662,KRTAP5-7,bisque4,bisque4,black,grey
10663,SNRPCP14,grey,grey,grey,grey
10664,ENPP7P8,red,red,brown,brown
10665,FAM86C1,blue,blue,black,blue
10666,ALG1L9P,blue,blue,blue,blue
10667,RNF121,blue,blue,blue,blue
10668,IL18BP,red,red,brown,brown
10669,NUMA1,green,green,brown,brown
10670,LRTOMT,blue,blue,blue,blue
10671,LAMTOR1,darkturquoise,darkturquoise,brown4,blue
10672,ANAPC15,midnightblue,darkturquoise,brown4,blue
10673,FOLR2,pink,pink,tan,midnightblue
10674,INPPL1,brown,brown,coral2,green
10675,CLPB,purple,purple,black,green
10676,PDE2A,purple,purple,black,purple
10677,ARAP1,brown,brown,coral2,ivory
10678,STARD10,brown,brown,coral2,red
10679,ATG16L2,blue,blue,blue,green
10680,FCHSD2,grey,grey,grey,grey
10681,RNU6-672P,green,green,brown,grey
10682,P2RY6,pink,pink,tan,midnightblue
10683,ARHGEF17,green,green,brown,brown
10684,RELT,brown,brown,grey,red
10685,FAM168A,darkslateblue,darkslateblue,black,green
10686,PLEKHB1,steelblue,steelblue,blue,blue
10687,RAB6A,darkorange,darkorange,lightcyan1,turquoise
10688,MRPL48,royalblue,royalblue,blue,salmon
10689,COA4,skyblue3,skyblue3,lightpink4,plum2
10690,PAAF1,turquoise,turquoise,thistle1,turquoise
10691,UCP2,pink,pink,tan,blue
10692,UCP3,green,green,brown,brown
10693,C2CD3,plum1,darkslateblue,brown,brown
10694,PPME1,blue,blue,black,green
10695,PGM2L1,turquoise,turquoise,lightcyan1,turquoise
10696,KCNE3,pink,pink,tan,midnightblue
10697,LIPT2,turquoise,turquoise,grey,grey
10698,POLD3,grey,grey,grey,darkgreen
10699,RANP3,grey,grey,grey,grey
10700,RNF169,yellowgreen,grey60,paleturquoise,skyblue
10701,XRRA1,tan,tan,black,grey
10702,RN7SL239P,grey,grey,grey,brown
10703,SPCS2,turquoise,turquoise,lightcyan1,magenta
10704,NEU3,blue,blue,black,blue
10705,SLCO2B1,pink,pink,tan,midnightblue
10706,ZDHHC20P3,blue,blue,grey,green
10707,TPBGL,blue,blue,black,green
10708,ARRB1,blue,blue,blue,blue
10709,MIR326,grey,grey,grey,grey
10710,RPS3,lightcyan1,lightcyan1,grey60,pink
10711,SNORD15B,sienna3,sienna3,orangered4,mediumpurple3
10712,KLHL35,blue,blue,blue,blue
10713,GDPD5,purple,purple,black,green
10714,SERPINH1,violet,darkorange2,darkred,skyblue
10715,MAP6,red,red,brown,brown
10716,DGAT2,blue,blue,coral1,green
10717,UVRAG,grey,grey,grey,grey
10718,RNA5SP344,turquoise,turquoise,lightcyan1,grey
10719,THAP12,turquoise,turquoise,thistle1,turquoise
10720,EMSY,cyan,cyan,darkgreen,darkolivegreen
10721,LRRC32,white,white,darkorange,orange
10722,TSKU,lightyellow,lightyellow,midnightblue,grey60
10723,ACER3,floralwhite,floralwhite,lightcyan1,magenta
10724,CAPN5,green,green,brown,purple
10725,MYO7A,red,red,brown,brown
10726,PAK1,blue,blue,black,purple
10727,CLNS1A,magenta,darkred,thistle1,pink
10728,RNU7-59P,grey,grey,grey,grey
10729,AQP11,brown,brown,coral2,green
10730,RSF1,black,black,lightgreen,cyan
10731,RSF1-IT2,grey,grey,grey,grey
10732,FTH1P16,grey,grey,grey,grey
10733,RSF1-IT1,grey,grey,grey,grey
10734,AAMDC,magenta,darkred,grey60,pink
10735,INTS4,grey,grey,grey,grey
10736,KCTD14,violet,darkorange2,darkred,brown
10737,NDUFC2,magenta,darkred,grey60,pink
10738,ALG8,darkturquoise,darkturquoise,darkgrey,grey
10739,RNU6-126P,yellow,plum2,darkturquoise,turquoise
10740,KCTD21-AS1,brown,brown,grey,brown
10741,KCTD21,brown,brown,coral2,green
10742,USP35,red,red,brown,brown
10743,GAB2,steelblue,steelblue,honeydew1,ivory
10744,NARS2,turquoise,turquoise,thistle1,darkorange
10745,TENM4,green,green,brown,brown
10746,MIR708,green,green,brown,brown
10747,MIR5579,grey,grey,grey,grey
10748,ARL6IP1P3,grey,grey,midnightblue,grey
10749,MTND6P25,grey,grey,grey,grey
10750,MIR4300HG,grey,grey,thistle1,grey
10751,RPS28P7,blue,blue,black,grey
10752,FAM181B,magenta,darkred,grey60,pink
10753,PRCP,lightcyan1,lightcyan1,grey60,pink
10754,RAB30,darkgrey,darkgrey,darkturquoise,magenta
10755,SNORA70E,paleturquoise,cyan,black,purple
