Order,Symbol,dynamicColors_GRS3_prot,mergedColors_prot,mergedColors_rm,Consensus_GRS3
13830,MIR5587,grey,grey,grey,grey
13831,MIR3176,grey,grey,coral2,grey
13832,PIGQ,blue,blue,blue,blue
13833,RAB40C,tan,tan,coral2,red
13834,WFIKKN1,brown,brown,coral2,brown
13835,C16orf13,blue,blue,brown4,blue
13836,MCRIP2,salmon,honeydew1,coral2,red
13837,WDR90,tan,tan,coral2,green
13838,RHOT2,tan,tan,blue,green
13839,RHBDL1,blue,blue,blue,blue
13840,STUB1,tan,tan,blue,blue
13841,JMJD8,blue,blue,blue,green
13842,WDR24,brown,brown,coral2,green
13843,FBXL16,green,green,brown,brown
13844,METRN,ivory,ivory,coral2,red
13845,FAM173A,ivory,ivory,skyblue3,red
13846,CCDC78,tan,tan,blue,red
13847,HAGHL,ivory,ivory,skyblue3,red
13848,NARFL,blue,blue,coral2,red
13849,RPUSD1,brown,brown,blue,red
13850,CHTF18,tan,tan,blue,red
13851,GNG13,cyan,cyan,brown,brown
13852,LMF1,greenyellow,greenyellow,brown,brown
13853,SOX8,salmon,honeydew1,coral2,red
13854,CACNA1H,greenyellow,greenyellow,coral2,brown
13855,UBE2I,brown,brown,coral2,green
13856,BAIAP3,greenyellow,greenyellow,coral2,green
13857,TSR3,ivory,ivory,skyblue3,red
13858,GNPTG,tan,tan,blue,blue
13859,UNKL,salmon,honeydew1,coral2,brown
13860,C16orf91,blue,blue,brown4,blue
13861,CCDC154,violet,darkorange2,darkred,brown
13862,CLCN7,green,green,brown,brown
13863,RPS3AP2,brown,brown,coral2,red
13864,TELO2,salmon,honeydew1,coral2,red
13865,IFT140,greenyellow,greenyellow,brown,brown
13866,TMEM204,blue,blue,blue,blue
13867,CRAMP1,green,green,brown,brown
13868,HN1L,steelblue,steelblue,black,grey
13869,MAPK8IP3,greenyellow,greenyellow,coral2,brown
13870,MIR3177,grey,grey,grey,grey
13871,NME3,ivory,ivory,skyblue3,red
13872,MRPS34,ivory,ivory,skyblue3,red
13873,EME2,brown,brown,coral2,red
13874,SPSB3,ivory,ivory,coral2,red
13875,NUBP2,ivory,ivory,coral2,red
13876,HAGH,blue,blue,blue,blue
13877,FAHD1,turquoise,turquoise,thistle1,turquoise
13878,MEIOB,grey,grey,grey,grey
13879,MSRB1,blue,blue,brown4,blue
13880,NDUFB10,ivory,ivory,skyblue3,red
13881,RPS2,tan,tan,coral2,red
13882,SNHG9,sienna3,sienna3,grey60,mediumpurple3
13883,TBL3,green,green,brown,brown
13884,NOXO1,tan,tan,blue,red
13885,GFER,blue,blue,blue,blue
13886,SYNGR3,blue,blue,blue,blue
13887,ZNF598,salmon,honeydew1,coral2,red
13888,SLC9A3R2,honeydew1,honeydew1,coral2,red
13889,NTHL1,blue,blue,blue,blue
13890,TSC2,green,green,brown,brown
13891,PKD1,salmon,honeydew1,coral2,red
13892,RAB26,blue,blue,blue,red
13893,SNHG19,skyblue3,skyblue3,grey60,pink
13894,TRAF7,brown,brown,coral2,red
13895,CASKIN1,salmon,honeydew1,coral2,red
13896,MLST8,purple,purple,coral2,green
13897,BRICD5,brown,brown,coral2,red
13898,PGP,blue,blue,brown4,blue
13899,E4F1,salmon,honeydew1,coral2,red
13900,DNASE1L2,violet,darkorange2,darkred,skyblue
13901,ECI1,ivory,ivory,skyblue3,red
13902,RNPS1,brown,brown,coral2,green
13903,MIR940,brown,brown,coral2,grey
13904,MIR3677,blue,blue,blue,blue
13905,ABCA3,green,green,brown,brown
13906,ABCA17P,violet,darkorange2,darkred,skyblue
13907,CCNF,brown,brown,brown,brown
13908,C16orf59,blue,blue,blue,blue
13909,TBC1D24,brown,brown,brown,green
13910,ATP6V0C,royalblue,royalblue,coral2,red
13911,AMDHD2,blue,blue,blue,blue
13912,PDPK1,brown,brown,maroon,green
13913,KCTD5,blue,blue,blue,blue
13914,SRRM2-AS1,tan,tan,blue,red
13915,SRRM2,green,green,brown,brown
13916,TCEB2,darkturquoise,darkturquoise,brown4,blue
13917,FLYWCH2,blue,blue,blue,blue
13918,FLYWCH1,brown,brown,coral2,green
13919,PKMYT1,brown,brown,coral2,red
13920,PAQR4,blue,blue,blue,blue
13921,CLDN9,brown,brown,coral2,brown
13922,TNFRSF12A,white,white,darkorange,orange
13923,HCFC1R1,blue,blue,brown4,blue
13924,THOC6,salmon,honeydew1,coral2,red
13925,BICDL2,tan,tan,grey,blue
13926,MMP25-AS1,red,red,brown,brown
13927,IL32,grey,grey,grey,brown
13928,ZNF213-AS1,blue,blue,blue,green
13929,ZNF205,honeydew1,honeydew1,skyblue3,red
13930,ZNF213,greenyellow,greenyellow,brown,green
13931,OR1F1,brown,brown,black,purple
13932,ZNF200,turquoise,turquoise,thistle1,turquoise
13933,MEFV,greenyellow,greenyellow,brown,brown
13934,LINC00921,grey,grey,coral2,grey
13935,ZNF263,salmon,honeydew1,coral2,red
13936,TIGD7,darkgreen,darkgreen,lightcyan,darkgreen
13937,ZNF75A,yellow,plum2,grey,turquoise
13938,OR2C1,paleturquoise,cyan,black,purple
13939,ZSCAN32,blue,blue,blue,blue
13940,ZNF174,brown,brown,blue,salmon
13941,ZNF597,yellow,plum2,thistle1,turquoise
13942,NAA60,brown,brown,maroon,green
13943,CLUAP1,yellow,plum2,thistle1,turquoise
13944,SLX4,greenyellow,greenyellow,brown,brown
13945,DNASE1,darkorange2,darkorange2,darkred,brown
13946,TRAP1,blue,blue,black,green
13947,CREBBP,cyan,cyan,brown,brown
13948,ADCY9,green,green,brown,brown
13949,SRL,grey,grey,black,grey
13950,LINC01569,brown,brown,coral2,red
13951,TFAP4,brown,brown,coral2,brown
13952,GLIS2,brown,brown,coral2,green
13953,GLIS2-AS1,blue,blue,blue,blue
13954,PAM16,green,green,brown,brown
13955,CORO7,blue,blue,blue,green
13956,VASN,grey,grey,darkorange,grey
13957,DNAJA3,blue,blue,blue,blue
13958,NMRAL1,blue,blue,antiquewhite4,blue
13959,HMOX2,darkturquoise,darkturquoise,brown4,blue
13960,CDIP1,purple,purple,black,green
13961,C16orf96,blue,blue,grey,purple
13962,SUB1P3,turquoise,turquoise,thistle1,turquoise
13963,UBALD1,red,red,brown,brown
13964,MGRN1,green,green,brown,brown
13965,MIR6769A,grey,grey,grey,grey
13966,NUDT16L1,salmon,honeydew1,coral2,red
13967,ANKS3,salmon,honeydew1,coral2,red
13968,C16orf71,blue,blue,blue,blue
13969,ZNF500,blue,blue,coral2,red
13970,ROGDI,brown,brown,blue,green
13971,GLYR1,blue,blue,blue,blue
13972,UBN1,green,green,brown,brown
13973,PPL,green,green,brown,brown
13974,SEC14L5,blue,blue,black,green
13975,NAGPA,tan,tan,blue,red
13976,ALG1,blue,blue,blue,blue
13977,C16orf89,midnightblue,darkturquoise,brown4,blue
13978,EEF2KMT,blue,blue,brown4,blue
13979,MIR8065,brown,brown,brown,green
13980,RBFOX1,paleturquoise,cyan,bisque4,purple
13981,RNU7-99P,yellow,plum2,lightcyan1,turquoise
13982,RNU6-457P,grey,grey,grey,grey
13983,METTL22,bisque4,bisque4,black,brown
13984,ABAT,blue,blue,blue,blue
13985,RN7SL743P,grey,grey,grey,grey
13986,TMEM186,lightcyan1,lightcyan1,darkmagenta,pink
13987,PMM2,grey,grey,grey,grey
13988,CARHSP1,darkturquoise,darkturquoise,brown4,blue
13989,USP7,plum1,darkslateblue,lightcyan1,lightyellow
13990,C16orf72,darkgrey,darkgrey,mediumpurple3,magenta
13991,RPL21P119,grey,grey,grey,grey
13992,GRIN2A,plum1,darkslateblue,black,purple
13993,ATF7IP2,yellow,plum2,lightcyan1,turquoise
13994,LINC01290,grey,grey,grey,grey
13995,EMP2,pink,pink,tan,midnightblue
13996,NUBP1,midnightblue,darkturquoise,brown4,blue
13997,TVP23A,brown,brown,brown,brown
13998,CIITA,pink,pink,tan,midnightblue
13999,DEXI,blue,blue,blue,salmon
14000,CLEC16A,green,green,brown,brown
14001,RPL7P46,green,green,brown,brown
14002,RMI2,grey,grey,grey,grey
14003,LITAF,darkolivegreen,darkolivegreen,steelblue,skyblue3
14004,SNN,blue,blue,blue,blue
14005,TXNDC11,purple,purple,black,purple
14006,ZC3H7A,darkorange,darkorange,greenyellow,violet
14007,RSL1D1,skyblue3,skyblue3,lightpink4,plum2
14008,GSPT1,darkorange,darkorange,saddlebrown,violet
14009,COX6CP1,darkgreen,darkgreen,grey,cyan
14010,SNX29,purple,purple,brown,purple
14011,RPS23P6,pink,pink,brown,grey
14012,CPPED1,grey,grey,sienna3,blue
14013,SHISA9,paleturquoise,cyan,brown,lightyellow
14014,ERCC4,yellow,plum2,lightcyan1,darkgreen
14015,MKL2,cyan,cyan,cyan,lightyellow
14016,TVP23CP2,grey,grey,grey,grey
14017,MIR193BHG,grey,grey,grey,grey
14018,PARN,lightgreen,lightgreen,thistle1,turquoise
14019,BFAR,grey,grey,darkmagenta,salmon
14020,NPIPA3,greenyellow,greenyellow,brown,brown
14021,NPIPA2,salmon,honeydew1,coral2,brown
14022,NOMO1,purple,purple,black,purple
14023,NPIPA1,red,red,brown,brown
14024,PDXDC1,violet,darkorange2,darkred,skyblue
14025,MIR1972-1,grey,grey,grey,grey
14026,NTAN1,brown,brown,blue,salmon
14027,RRN3,saddlebrown,navajowhite2,lavenderblush3,darkorange
14028,NPIPP1,greenyellow,greenyellow,coral2,brown
14029,PKD1P6,greenyellow,greenyellow,coral2,brown
14030,NPIPA5,greenyellow,greenyellow,brown,brown
14031,MPV17L,turquoise,turquoise,thistle1,turquoise
14032,C16orf45,blue,blue,blue,green
14033,KIAA0430,paleturquoise,cyan,cyan,brown
14034,NDE1,steelblue,steelblue,honeydew1,ivory
14035,MYH11,lightyellow,lightyellow,midnightblue,grey60
14036,FOPNL,turquoise,turquoise,thistle1,turquoise
14037,RNU6-213P,orange,orange,saddlebrown,grey
14038,ABCC1,green,green,brown,brown
14039,NOMO3,red,red,grey,brown
14040,NPIPA7,brown,brown,coral2,brown
14041,XYLT1,green,green,black,purple
14042,NPIPA8,grey,grey,grey,grey
14043,PKD1P5,grey,grey,grey,grey
14044,NOMO2,green,green,brown,purple
14045,ABCC6P1,turquoise,turquoise,grey,grey
14046,RPS15A,midnightblue,darkturquoise,lightpink4,pink
14047,ARL6IP1,turquoise,turquoise,thistle1,turquoise
14048,SMG1,orange,orange,darkgreen,darkolivegreen
14049,TMC7,steelblue,steelblue,violet,yellowgreen
14050,COQ7,turquoise,turquoise,thistle1,turquoise
14051,ITPRIPL2,pink,pink,tan,midnightblue
14052,SYT17,green,green,grey,brown
14053,GDE1,lightcyan,darkgrey,brown4,blue
14054,CCP110,black,black,lightcyan,cyan
14055,C16orf62,maroon,maroon,black,purple
14056,KNOP1,grey,grey,grey,grey
14057,IQCK,grey,grey,thistle1,grey
14058,GPRC5B,darkolivegreen,darkolivegreen,steelblue,skyblue3
14059,ACSM5,grey,grey,blue,grey
14060,THUMPD1,turquoise,turquoise,greenyellow,turquoise
14061,ERI2,turquoise,turquoise,thistle1,turquoise
14062,DCUN1D3,grey,grey,grey,grey
14063,LYRM1,skyblue3,skyblue3,grey60,plum2
14064,TMEM159,pink,pink,tan,midnightblue
14065,CRYM,darkred,darkred,grey60,pink
14066,NPIPB3,grey,grey,grey,grey
14067,SMG1P3,grey,grey,grey,grey
14068,MIR3680-1,blue,blue,grey,grey
14069,METTL9,yellow,plum2,thistle1,turquoise
14070,IGSF6,pink,pink,tan,midnightblue
14071,RNU6-1005P,grey,grey,grey,grey
14072,RNU6-196P,grey,grey,grey,grey
14073,OTOA,green,green,brown,brown
14074,RRN3P1,grey,grey,grey,grey
14075,NPIPB4,grey,grey,grey,grey
14076,UQCRC2,orangered4,orangered4,skyblue,sienna3
14077,C16orf52,darkgrey,darkgrey,lightcyan1,magenta
14078,VWA3A,red,red,sienna3,brown
14079,EEF2K,turquoise,turquoise,black,brown
14080,POLR3E,blue,blue,black,green
14081,CDR2,lightgreen,lightgreen,sienna3,grey
14082,RRN3P3,brown,brown,blue,green
14083,SMG1P1,grey,grey,grey,grey
14084,NPIPB5,grey,grey,grey,grey
14085,HS3ST2,darkmagenta,darkmagenta,plum1,floralwhite
14086,USP31,cyan,cyan,brown,brown
14087,COG7,red,red,black,brown
14088,GGA2,red,red,brown,brown
14089,EARS2,brown,brown,coral2,brown
14090,UBFD1,brown,brown,black,green
14091,NDUFAB1,magenta,darkred,grey60,pink
14092,PALB2,yellow,plum2,thistle1,turquoise
14093,DCTN5,blue,blue,blue,green
14094,PLK1,red,red,brown,brown
14095,PRKCB,darkslateblue,darkslateblue,bisque4,purple
14096,MIR1273H,grey,grey,grey,grey
14097,CACNG3,green,green,black,purple
14098,RBBP6,orange,orange,darkgreen,darkolivegreen
14099,TNRC6A,cyan,cyan,cyan,grey
14100,SLC5A11,steelblue,steelblue,violet,green
14101,ARHGAP17,orange,orange,darkgreen,darkolivegreen
14102,SCML2P2,grey,grey,grey,cyan
14103,LCMT1-AS1,purple,purple,black,grey
14104,LCMT1,blue,blue,black,green
14105,ZKSCAN2,grey,grey,grey,purple
14106,HS3ST4,darkmagenta,darkmagenta,plum1,floralwhite
14107,MIR548W,green,green,brown,brown
14108,RNA5SP405,grey,grey,grey,grey
14109,HMGN2P3,grey,grey,grey,darkorange
14110,KDM8,brown,brown,coral2,green
14111,NSMCE1,midnightblue,darkturquoise,brown4,blue
14112,IL4R,white,white,darkorange,orange
14113,IL21R-AS1,grey,grey,grey,brown
14114,GTF3C1,green,green,brown,brown
14115,KIAA0556,brown,brown,brown,brown
14116,GSG1L,thistle1,thistle1,cyan,brown
14117,XPO6,maroon,maroon,black,purple
14118,TPRKBP2,yellow,plum2,lightcyan1,magenta
14119,SBK1,brown,brown,brown,green
14120,EIF3CL,mediumpurple3,mediumpurple3,lightsteelblue1,lightsteelblue1
14121,CLN3,violet,darkorange2,darkred,skyblue
14122,NUPR1,grey,grey,brown,brown
14123,SGF29,salmon4,brown,blue,red
14124,SULT1A2,red,red,brown,grey
14125,SULT1A1,blue,blue,blue,blue
14126,NPIPB8,grey,grey,grey,grey
14127,EIF3C,grey,grey,grey,grey
14128,NPIPB9,grey,grey,grey,grey
14129,ATXN2L,green,green,brown,brown
14130,TUFM,blue,blue,coral2,red
14131,SH2B1,brown,brown,coral2,green
14132,ATP2A1-AS1,brown,brown,coral2,salmon
14133,RABEP2,brown,brown,coral2,red
14134,NFATC2IP,grey,grey,black,grey
14135,SPNS1,grey,grey,grey,brown
14136,RRN3P2,grey,grey,grey,grey
14137,NPIPB11,brown,brown,blue,green
14138,SMG1P6,grey,grey,lightcyan1,grey
14139,BOLA2,grey,grey,grey,grey
14140,SMG1P2,grey,grey,grey,grey
14141,MIR3680-2,black,black,grey,grey
14142,SLC7A5P1,grey,grey,grey,grey
14143,SPN,pink,pink,tan,midnightblue
14144,QPRT,darkturquoise,darkturquoise,brown4,blue
14145,KIF22,midnightblue,darkturquoise,antiquewhite4,blue
14146,MAZ,blue,blue,blue,blue
14147,PRRT2,purple,purple,coral2,green
14148,PAGR1,salmon,honeydew1,blue,red
14149,MVP,salmon,honeydew1,blue,red
14150,CDIPT,blue,blue,blue,blue
14151,CDIPT-AS1,blue,blue,blue,blue
14152,SEZ6L2,green,green,brown,brown
14153,ASPHD1,salmon,honeydew1,skyblue3,red
14154,KCTD13,brown,brown,coral2,green
14155,TMEM219,darkturquoise,darkturquoise,brown4,blue
14156,TAOK2,salmon,honeydew1,coral2,red
14157,HIRIP3,lightpink4,lightpink4,salmon4,red
14158,INO80E,brown,brown,blue,red
14159,DOC2A,tan,tan,coral2,red
14160,FAM57B,green,green,brown,brown
14161,ALDOA,purple,purple,black,green
14162,PPP4C,blue,blue,blue,salmon
14163,TBX6,brown,brown,coral2,red
14164,YPEL3,brown,brown,coral2,red
14165,GDPD3,red,red,darkred,brown
14166,MAPK3,purple,purple,black,green
14167,CORO1A,blue,blue,blue,blue
14168,BOLA2B,grey,grey,grey,grey
14169,SMG1P5,grey,grey,grey,grey
14170,CD2BP2,royalblue,royalblue,coral2,red
14171,TBC1D10B,purple,purple,black,green
14172,ZNF48,midnightblue,darkturquoise,brown4,blue
14173,ZNF771,salmon,honeydew1,coral2,red
14174,DCTPP1,midnightblue,darkturquoise,brown4,blue
14175,SEPHS2,midnightblue,darkturquoise,brown4,blue
14176,ITGAL,pink,pink,tan,midnightblue
14177,ZNF768,royalblue,royalblue,coral2,red
14178,ZNF747,blue,blue,blue,green
14179,ZNF764,greenyellow,greenyellow,brown,brown
14180,ZNF688,tan,tan,coral2,red
14181,ZNF785,salmon,honeydew1,coral2,red
14182,ZNF689,blue,blue,blue,blue
14183,PRR14,greenyellow,greenyellow,coral2,brown
14184,FBRS,greenyellow,greenyellow,coral2,brown
14185,SRCAP,green,green,brown,brown
14186,SNORA30,paleturquoise,cyan,grey,grey
14187,PHKG2,blue,blue,coral2,salmon
14188,CCDC189,tan,tan,blue,blue
14189,RNF40,brown,brown,coral2,red
14190,ZNF629,brown,brown,blue,green
14191,BCL7C,blue,blue,blue,blue
14192,MIR762HG,brown,brown,coral2,brown
14193,MIR4519,turquoise,turquoise,thistle1,turquoise
14194,CTF1,blue,blue,blue,blue
14195,FBXL19-AS1,darkorange2,darkorange2,darkred,skyblue
14196,FBXL19,salmon,honeydew1,coral2,red
14197,ORAI3,midnightblue,darkturquoise,brown4,blue
14198,SETD1A,green,green,brown,brown
14199,HSD3B7,salmon,honeydew1,coral2,red
14200,STX1B,green,green,brown,brown
14201,STX4,greenyellow,greenyellow,coral2,brown
14202,ZNF668,ivory,ivory,coral2,red
14203,ZNF646,brown,brown,coral2,red
14204,PRSS53,darkorange2,darkorange2,darkred,brown
14205,VKORC1,royalblue,royalblue,blue,salmon
14206,BCKDK,purple,purple,black,green
14207,KAT8,royalblue,royalblue,blue,salmon
14208,PRSS36,brown,brown,coral2,green
14209,FUS,cyan,cyan,cyan,lightyellow
14210,PYCARD,pink,pink,tan,midnightblue
14211,TRIM72,grey,grey,coral2,brown
14212,PYDC1,greenyellow,greenyellow,coral2,red
14213,ITGAM,pink,pink,tan,midnightblue
14214,ITGAX,pink,pink,tan,midnightblue
14215,ZNF843,blue,blue,grey,blue
14216,ARMC5,honeydew1,honeydew1,coral2,red
14217,TGFB1I1,red,red,brown,brown
14218,C16orf58,blue,blue,blue,blue
14219,CLUHP3,salmon4,brown,coral2,green
14220,ZNF720,yellow,plum2,greenyellow,turquoise
14221,ZNF267,yellow,plum2,greenyellow,turquoise
14222,BCLAF1P2,skyblue3,skyblue3,salmon4,brown4
14223,UBE2MP1,tan,tan,coral2,red
14224,SHCBP1,yellow,plum2,thistle1,turquoise
14225,RAB43P1,grey,grey,grey,grey
14226,VPS35,lightcyan1,lightcyan1,grey60,pink
14227,ORC6,turquoise,turquoise,thistle1,turquoise
14228,MYLK3,skyblue,skyblue,darkgrey,steelblue
14229,C16orf87,darkgrey,darkgrey,mediumpurple3,magenta
14230,GPT2,brown,brown,coral2,red
14231,DNAJA2,lightcyan1,lightcyan1,grey60,pink
14232,NETO2,floralwhite,floralwhite,darkslateblue,magenta
14233,ITFG1-AS1,grey,grey,thistle1,turquoise
14234,ITFG1,magenta,darkred,grey60,pink
14235,PHKB,orangered4,orangered4,grey,grey
14236,NDUFA5P11,grey,grey,brown4,grey
14237,ABCC12,blue,blue,blue,blue
14238,ABCC11,turquoise,turquoise,grey,turquoise
14239,LONP2,brown,brown,blue,grey
14240,SIAH1,yellow,plum2,lightcyan1,magenta
14241,N4BP1,cyan,cyan,cyan,lightyellow
14242,RPS2P44,grey,grey,grey,grey
14243,CBLN1,brown,brown,coral2,grey
14244,ZNF423,brown,brown,coral2,brown
14245,ADAM3B,grey,grey,grey,grey
14246,CNEP1R1,magenta,darkred,thistle1,pink
14247,HEATR3,turquoise,turquoise,thistle1,turquoise
14248,RNY4P3,grey,grey,lightcyan1,grey
14249,PAPD5,yellowgreen,grey60,paleturquoise,skyblue
14250,ADCY7,brown,brown,coral2,brown
14251,BRD7,black,black,lightgreen,cyan
14252,NKD1,brown,brown,brown,brown
14253,CYLD,yellow,plum2,darkturquoise,magenta
14254,SALL1,brown,brown,coral2,brown
14255,UNGP1,steelblue,steelblue,violet,grey
14256,HNRNPA1P48,sienna3,sienna3,salmon4,grey
14257,TOX3,skyblue,skyblue,grey,steelblue
14258,CHD9,black,black,greenyellow,cyan
14259,RBL2,black,black,lightcyan1,turquoise
14260,AKTIP,darkgrey,darkgrey,lightcyan1,magenta
14261,RPGRIP1L,yellow,plum2,greenyellow,turquoise
14262,FTO,purple,purple,black,purple
14263,MMP2,lightyellow,lightyellow,midnightblue,grey60
14264,LPCAT2,pink,pink,tan,midnightblue
14265,CAPNS2,turquoise,turquoise,thistle1,turquoise
14266,CES5A,grey,grey,blue,blue
14267,GNAO1,green,green,brown,brown
14268,MIR3935,grey,grey,grey,grey
14269,AMFR,blue,blue,blue,blue
14270,NUDT21,magenta,darkred,grey60,pink
14271,OGFOD1,turquoise,turquoise,thistle1,turquoise
14272,BBS2,turquoise,turquoise,thistle1,turquoise
14273,MT3,blue,blue,brown4,blue
14274,MT2A,grey,grey,grey,grey
14275,MT1L,grey,grey,grey,grey
14276,MT1E,grey,grey,grey,grey
14277,MT1M,grey,grey,grey,grey
14278,MT1A,white,white,darkorange,orange
14279,MT1F,grey,grey,grey,grey
14280,MT1G,grey,grey,grey,grey
14281,MT1H,grey,grey,grey,grey
14282,MT1X,grey,grey,grey,grey
14283,NUP93,purple,purple,black,purple
14284,MIR138-2,grey,grey,grey,grey
14285,HERPUD1,grey,grey,darkgreen,grey
14286,NLRC5,pink,pink,tan,grey
14287,CPNE2,steelblue,steelblue,violet,green
14288,FAM192A,turquoise,turquoise,thistle1,turquoise
14289,RSPRY1,yellow,plum2,lightcyan1,turquoise
14290,ARL2BP,darkred,darkred,darkmagenta,blue
14291,PLLP,darkolivegreen,darkolivegreen,steelblue,skyblue3
14292,CX3CL1,green,green,brown,purple
14293,CIAPIN1,darkturquoise,darkturquoise,brown4,blue
14294,COQ9,blue,blue,blue,blue
14295,POLR2C,midnightblue,darkturquoise,brown4,blue
14296,DOK4,brown,brown,blue,red
14297,CCDC102A,salmon,honeydew1,coral2,brown
14298,ADGRG1,blue,blue,brown4,blue
14299,KATNB1,blue,blue,blue,blue
14300,KIFC3,tan,tan,coral2,red
14301,MIR6772,red,red,black,grey
14302,CNGB1,green,green,brown,brown
14303,ZNF319,brown,brown,brown,green
14304,USB1,green,green,brown,brown
14305,MMP15,blue,blue,coral2,green
14306,CFAP20,blue,blue,blue,blue
14307,CSNK2A2,cyan,cyan,cyan,lightyellow
14308,CCDC113,blue,blue,black,blue
14309,GINS3,grey,grey,grey,blue
14310,NDRG4,blue,blue,blue,blue
14311,RNU6-103P,red,red,grey,brown
14312,SETD6,grey60,grey60,lightcyan,darkgreen
14313,CNOT1,darkslateblue,darkslateblue,black,purple
14314,SNORA46,grey,grey,grey,grey
14315,SLC38A7,blue,blue,black,green
14316,GOT2,purple,purple,black,purple
14317,RN7SL143P,grey,grey,grey,brown
14318,GEMIN8P2,grey,grey,grey,grey
14319,RPL12P36,grey,grey,grey,grey
14320,RPS27P27,grey,grey,grey,grey
14321,CDH8,skyblue,skyblue,thistle1,turquoise
14322,RN7SKP76,turquoise,turquoise,lightcyan1,grey
14323,UBE2FP2,grey,grey,grey,grey
14324,CDH11,floralwhite,floralwhite,darkslateblue,grey
14325,CDH5,lightyellow,lightyellow,midnightblue,grey60
14326,LINC00920,turquoise,turquoise,thistle1,grey
14327,BEAN1,brown,brown,coral2,green
14328,TK2,blue,blue,antiquewhite4,blue
14329,CKLF,navajowhite2,navajowhite2,lavenderblush3,pink
14330,CKLF-CMTM1,grey,grey,grey,grey
14331,CMTM1,red,red,brown,brown
14332,CMTM2,grey,grey,coral2,grey
14333,CMTM3,pink,pink,tan,midnightblue
14334,CMTM4,skyblue,skyblue,grey,grey
14335,DYNC1LI2,turquoise,turquoise,thistle1,turquoise
14336,NAE1,lightgreen,lightgreen,thistle1,turquoise
14337,CA7,salmon4,brown,coral2,red
14338,PDP2,cyan,cyan,brown,brown
14339,RRAD,grey,grey,brown,grey
14340,FAM96B,blue,blue,blue,blue
14341,CES2,tan,tan,blue,blue
14342,CES3,blue,blue,blue,blue
14343,CES4A,bisque4,bisque4,black,brown
14344,CBFB,darkgrey,darkgrey,mediumpurple3,darkorange
14345,C16orf70,brown,brown,black,green
14346,B3GNT9,greenyellow,greenyellow,coral2,brown
14347,TRADD,royalblue,royalblue,blue,red
14348,FBXL8,brown,brown,coral2,salmon
14349,HSF4,brown,brown,blue,red
14350,NOL3,salmon,honeydew1,coral2,brown
14351,KIAA0895L,tan,tan,blue,green
14352,E2F4,salmon4,brown,coral2,salmon
14353,ELMO3,brown,brown,coral2,brown
14354,LRRC29,blue,blue,blue,blue
14355,TMEM208,darkturquoise,darkturquoise,brown4,blue
14356,FHOD1,red,red,brown,brown
14357,SLC9A5,red,red,brown,brown
14358,PLEKHG4,blue,blue,blue,blue
14359,TPPP3,tan,tan,blue,blue
14360,ZDHHC1,blue,blue,black,green
14361,ATP6V0D1,blue,blue,black,green
14362,FAM65A,green,green,brown,brown
14363,CTCF,red,red,maroon,brown
14364,CARMIL2,brown,brown,coral2,red
14365,ACD,purple,purple,coral2,green
14366,PARD6A,blue,blue,blue,blue
14367,ENKD1,blue,blue,skyblue3,red
14368,C16orf86,midnightblue,darkturquoise,brown4,blue
14369,GFOD2,blue,blue,blue,red
14370,RANBP10,green,green,brown,brown
14371,TSNAXIP1,tan,tan,blue,red
14372,CENPT,tan,tan,coral2,red
14373,THAP11,darkred,darkred,grey60,pink
14374,NUTF2,blue,blue,blue,blue
14375,EDC4,red,red,brown,brown
14376,PSKH1,blue,blue,black,green
14377,PSMB10,blue,blue,brown4,blue
14378,LCAT,brown,brown,blue,red
14379,SLC12A4,brown,brown,blue,red
14380,DPEP2,midnightblue,darkturquoise,brown4,blue
14381,DUS2,darkturquoise,darkturquoise,brown4,blue
14382,DDX28,blue,blue,brown4,blue
14383,NFATC3,grey,grey,maroon,brown
14384,RPS12P27,grey,grey,grey,grey
14385,PLA2G15,blue,blue,blue,blue
14386,SLC7A6,red,red,black,brown
14387,SLC7A6OS,grey,grey,grey,grey
14388,PRMT7,tan,tan,blue,green
14389,SMPD3,brown,brown,coral2,green
14390,ZFP90,yellow,plum2,thistle1,turquoise
14391,RNU4-36P,grey,grey,grey,lightyellow
14392,CDH3,blue,blue,black,green
14393,CDH1,steelblue,steelblue,grey,grey
14394,TANGO6,blue,blue,black,purple
14395,RPS2P45,grey,grey,grey,grey
14396,HAS3,green,green,brown,brown
14397,CHTF8,blue,blue,blue,salmon
14398,UTP4,cyan,cyan,cyan,purple
14399,SNTB2,yellow,plum2,lightcyan1,magenta
14400,VPS4A,blue,blue,blue,blue
14401,COG8,brown,brown,coral2,green
14402,PDF,royalblue,royalblue,coral2,red
14403,NIP7,turquoise,turquoise,thistle1,turquoise
14404,TERF2,green,green,black,purple
14405,CYB5B,orangered4,orangered4,skyblue,sienna3
14406,NFAT5,cyan,cyan,cyan,lightyellow
14407,NQO1,grey,grey,grey60,skyblue
14408,NOB1,brown,brown,coral2,red
14409,WWP2,purple,purple,black,purple
14410,PDXDC2P,grey,grey,grey,grey
14411,PDPR,purple,purple,black,purple
14412,SMG1P7,grey,grey,grey,brown
14413,EXOSC6,grey,grey,grey,grey
14414,AARS,red,red,brown,brown
14415,DDX19B,red,red,grey,brown
14416,DDX19A,grey,grey,skyblue,turquoise
14417,ST3GAL2,brown,brown,coral2,red
14418,FUK,brown,brown,blue,salmon
14419,COG4,blue,blue,blue,blue
14420,SF3B3,red,red,black,brown
